hotelID,photoID,date,photoAlbum1,photoAlbum2,url
1,ecce88ac-0a4d-4fa5-be9e-873058d0c056,Sat Jun 27 2020 05:51:57 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-250.jpg
1,e14d366a-7a26-4a5a-abc1-78fad35fc3fb,Wed Jun 17 2020 16:11:30 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-942.jpg
1,aba4f576-1bb5-4800-9efc-ea839f039fc8,Wed Jun 24 2020 23:00:13 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-807.jpg
1,7ca1de2d-44ee-488d-8745-1bdcaa36b4ba,Thu May 21 2020 19:01:11 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-934.jpg
1,b57435fa-7c0b-4327-9b80-66d8f84bcd18,Tue Jun 02 2020 21:32:43 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-266.jpg
2,be4d1334-9fe7-4406-a402-b04ba735ab06,Thu Apr 02 2020 12:04:13 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-658.jpg
2,f4bd43d4-bcdf-43ef-accb-a08919b75329,Sat May 02 2020 21:34:57 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-400.jpg
2,dd3ccc42-2bc5-4ce8-8e32-46efd31f106d,Thu Jun 25 2020 04:35:08 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-815.jpg
2,c1969d6e-0a38-493f-b08b-510c5836769a,Sat May 30 2020 12:45:59 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-669.jpg
2,81d78704-bd56-4e41-9503-d6aa34289dbe,Wed Jun 10 2020 11:31:18 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-401.jpg
2,53bb88ad-ae44-401f-850b-2c68832f574f,Tue Jun 09 2020 01:35:05 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-896.jpg
2,3d6d36f1-3cac-45eb-abc4-1ba372e89b8a,Wed Apr 22 2020 22:50:13 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-429.jpg
2,6e993a14-1033-42ac-9882-ecd968949830,Fri May 08 2020 11:26:22 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-370.jpg
2,6449b292-d02e-4f8a-a5b5-5116c7f5e892,Sat Jun 20 2020 20:42:05 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-297.jpg
2,d2274a44-1bfa-4909-a76c-f61da7df090e,Fri May 08 2020 20:47:42 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-57.jpg
2,20439a2c-4073-4e00-85f3-8892b01db9f6,Wed Apr 01 2020 19:38:44 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-934.jpg
2,56b214cc-9e16-4a64-8f49-00afbb4b1a50,Sun May 31 2020 13:37:03 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-797.jpg
2,3b17094c-d885-433e-925a-d55c63d073fa,Fri Jun 19 2020 23:36:16 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-910.jpg
2,d054f28e-612e-4820-8a8a-0dbdf272ee57,Thu Apr 30 2020 01:04:12 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-179.jpg
2,47292e73-2ae7-44e1-8069-7269fa5b24d2,Tue Apr 21 2020 17:04:21 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-13.jpg
2,0eca3763-b2d1-4f1a-ba52-7b5d69aded3e,Thu Jun 18 2020 02:52:40 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-287.jpg
2,7765a8ca-c739-4b5a-8116-e1d6796f0223,Wed Apr 01 2020 09:12:23 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-558.jpg
2,183a1cc0-b89b-4140-87be-9b8385257f34,Sat Jun 06 2020 18:14:13 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-344.jpg
2,77ef884b-98e4-4c70-86e5-dea6ef27df51,Sat Apr 11 2020 10:04:19 GMT-0700 (Pacific Daylight Time),All photos,Room/Suite,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-460.jpg
2,25cabcd9-ff91-4a31-8504-70b26eaf0c71,Fri May 08 2020 13:52:00 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-202.jpg
3,036cfdc3-55b0-4f3d-80e3-f7954da19ba8,Sat May 23 2020 00:00:10 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-346.jpg
3,51dc9745-a65d-4d59-8503-6be93d4fe49d,Mon Jun 29 2020 04:46:12 GMT-0700 (Pacific Daylight Time),All photos,Room/Suite,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-258.jpg
3,98d5be88-1d4a-4818-8207-3ae760af9860,Fri Apr 17 2020 11:29:59 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-385.jpg
3,083db2ff-648c-47df-aa08-8492e7e4be64,Tue May 12 2020 09:57:37 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-749.jpg
3,5af5380d-a8e0-4a36-a61d-e0ef4870e556,Tue May 26 2020 00:23:32 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-893.jpg
3,34b0de69-f26f-4092-98d8-3c924ae77bbe,Sun Apr 05 2020 00:57:03 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-272.jpg
3,8de2e1bf-0fad-47da-b2a0-713b23275bc1,Mon Apr 06 2020 01:40:17 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-526.jpg
3,6c2f0213-d047-4605-82a2-30e47b4de261,Mon Jun 15 2020 22:47:53 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-362.jpg
3,40fd8370-9933-49a6-a85a-be73cca066b2,Sat Apr 11 2020 00:21:22 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-196.jpg
3,14e3689c-90a6-4a36-a835-27fc705a6128,Mon Apr 06 2020 15:49:04 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-751.jpg
3,75beea3e-7d2d-4467-89ed-74c85d8c5b5e,Fri May 22 2020 18:19:36 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-846.jpg
3,00cff1ab-5811-4322-abe9-d9efb0171a81,Sat Jun 27 2020 18:10:24 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-736.jpg
3,644c7bed-2527-4a28-9a9c-a4d422a9ce32,Thu Jun 04 2020 04:37:34 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-160.jpg
3,1cc06349-3ef5-4568-a628-f27fad99e2eb,Fri Apr 17 2020 22:21:25 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-355.jpg
3,dd3cf25c-1781-42ea-81cf-dfad128ea3b6,Thu Jun 18 2020 10:56:20 GMT-0700 (Pacific Daylight Time),All photos,Room/Suite,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-123.jpg
3,5ade9ad7-78c0-46e0-8faf-a4988bb8e00d,Fri May 08 2020 13:40:01 GMT-0700 (Pacific Daylight Time),All photos,Room/Suite,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-113.jpg
3,0f93dddc-4bc0-47d2-8325-22bd6a83057f,Fri Jun 12 2020 08:20:00 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-908.jpg
3,779a460f-3171-42b3-aeee-e49f0de2d0fe,Thu Apr 16 2020 14:53:27 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-404.jpg
3,2ca9d957-7bc9-414d-9ddc-560d3c1e4b3f,Thu May 21 2020 21:31:19 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-483.jpg
3,fca09dcf-01dd-4b10-9014-5e406563f350,Thu May 28 2020 22:42:17 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-450.jpg
4,ba9b739a-ddab-42c8-a847-741e9aa1e703,Fri May 22 2020 14:55:35 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-270.jpg
4,f715abae-bf94-44d8-af73-d1f635093c0e,Fri May 01 2020 19:46:40 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-419.jpg
4,fd97963c-a8ff-42d3-9602-88e6fbdacae2,Thu Jun 18 2020 20:54:23 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-587.jpg
4,bd1ba931-8202-4415-97c9-3592bbf3d89a,Thu Apr 09 2020 03:39:40 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-339.jpg
4,bb9953aa-dd12-461c-9b63-24b97841b7be,Mon Apr 13 2020 10:15:08 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-608.jpg
4,e941b305-15c1-4524-b5c6-697767d2a16f,Fri Jun 26 2020 23:27:55 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-599.jpg
4,f77b2ec0-fe58-4379-aae9-fb344c40e4d2,Mon Apr 27 2020 17:19:00 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-315.jpg
4,9e14a308-f41c-4a37-9031-06b7def10e47,Sat May 16 2020 17:13:44 GMT-0700 (Pacific Daylight Time),All photos,Favorites,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-28.jpg
4,fbd00c32-6c62-42dc-992e-316d74ef7814,Thu May 21 2020 18:11:20 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-522.jpg
4,551dc9df-fa13-48f8-8686-b6110ac297c2,Fri Jun 19 2020 04:01:39 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-65.jpg
4,393ba3e5-efdd-4472-b888-e195ae1e5b64,Thu May 28 2020 06:29:14 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-535.jpg
4,1adb8859-5e77-4450-b1cf-8f1f90d32dc1,Tue May 19 2020 22:57:28 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-417.jpg
4,98ca60ec-3909-420b-a4de-223bc9d11ee9,Tue May 12 2020 18:04:54 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-245.jpg
4,06d8136f-9e44-49ac-ae5a-53b09f492472,Thu Apr 16 2020 18:20:41 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-645.jpg
4,7bf5e8b1-0364-42dc-b255-210f95886e8d,Wed Jun 17 2020 00:13:30 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-285.jpg
4,10a9e2be-3f26-4f61-aad0-9ccef8f584df,Tue Apr 28 2020 01:27:49 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-372.jpg
4,a33e76ab-9383-4c4f-bacb-8b9b1718c37d,Wed May 20 2020 00:44:53 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-665.jpg
4,6c18e3e1-0ba4-4432-bf92-80bd93f0457b,Sun May 03 2020 18:40:27 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-375.jpg
4,72f8d52e-f3ca-4287-b59c-4937c8632be1,Fri Jun 26 2020 18:07:55 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-16.jpg
4,1493ef45-b856-485b-9b4c-1ff43794e245,Sat Apr 11 2020 11:02:26 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-896.jpg
5,f149ff48-6429-434a-b07d-afb8ade1d068,Sat May 09 2020 18:58:02 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-625.jpg
5,f44db0bd-39f4-4ae3-8699-db9ca6b73eb4,Mon Apr 13 2020 11:05:42 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-634.jpg
5,96d9f97f-a3ae-4698-922a-935feba892c2,Thu Jun 25 2020 08:10:12 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-213.jpg
5,18bb2bd6-005e-4798-80c3-d2f471f830db,Sat May 16 2020 16:45:57 GMT-0700 (Pacific Daylight Time),All photos,Traveler,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-753.jpg
5,46c73964-12f4-48c1-8f66-f14d8a2a5864,Wed May 06 2020 17:35:38 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-307.jpg
5,878b8f70-2d06-40e9-a510-655f239b4044,Fri Jun 12 2020 16:16:09 GMT-0700 (Pacific Daylight Time),All photos,Room/Suite,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-468.jpg
5,a666caf7-0477-4142-934e-eef745afa6ce,Fri Apr 24 2020 06:29:47 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-289.jpg
5,18c2e08c-32ed-450d-93f2-19d969541dcc,Thu Jun 18 2020 20:05:12 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-450.jpg
5,dbfa2d7c-8748-4ec7-81c5-84f2bc189bae,Mon Apr 13 2020 22:18:20 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-751.jpg
5,cc9a5bee-1460-484e-9800-f464a6f6aa49,Wed Apr 15 2020 19:01:55 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-499.jpg
5,fa3871c4-19e4-4a91-92a4-cb59a76cf635,Wed May 27 2020 21:43:30 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-25.jpg
5,4d9dafed-fc59-4f4c-9a0d-eda55762b83d,Mon May 18 2020 05:31:54 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-928.jpg
5,47f231e1-ef5a-433f-8ad4-394dca175786,Sun Apr 12 2020 03:25:47 GMT-0700 (Pacific Daylight Time),All photos,Hotel & Amenities,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-368.jpg
5,4f1a031a-1eee-4ee7-9df2-90bc90ec82f3,Sat Apr 25 2020 02:55:01 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-951.jpg
5,69b90fbb-e2ef-4d98-9bad-fc081386a918,Fri Jun 26 2020 04:15:35 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-607.jpg
5,5763e0b6-75c5-40a0-ac90-e5e7eb8792af,Wed Apr 29 2020 21:05:42 GMT-0700 (Pacific Daylight Time),All photos,Family/Play Areas,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-101.jpg
5,cc858518-62c0-45c2-b972-54570d4df87c,Thu Apr 09 2020 21:29:13 GMT-0700 (Pacific Daylight Time),All photos,Bathroom,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-866.jpg
5,021333bb-cb15-4a3c-959e-3fcc3d458324,Sun May 17 2020 17:38:18 GMT-0700 (Pacific Daylight Time),All photos,Pool & Beach,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-709.jpg
5,9e32207c-20f5-41e1-b19b-09320e495fd1,Tue Jun 16 2020 09:51:35 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-920.jpg
5,11cbb64e-f473-4506-86de-62e029f75397,Sat May 16 2020 12:07:59 GMT-0700 (Pacific Daylight Time),All photos,Dining,https://sdc-carousel-photos.s3-us-west-1.amazonaws.com/photos/sdc-745.jpg
